City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Marystown,CA,47.1666,-55.1483,43.86,100,100,5.01,overcast clouds
348,Faya,SA,18.3851,42.4509,57.31,63,92,3.53,overcast clouds
349,Cap-Aux-Meules,CA,47.3821,-61.8597,48.25,71,75,23.02,broken clouds
350,Davydivka,UA,48.121,25.5646,37.42,73,83,3.89,broken clouds
351,Linhares,BR,-19.3911,-40.0722,70.25,92,6,2.89,clear sky
352,Salinas,US,36.6777,-121.6555,69.57,77,1,6.91,clear sky
353,Japura,ID,-0.3167,102.35,81.5,81,100,2.51,light rain
354,Mus,TR,39.0,41.75,40.05,48,0,3.87,clear sky
355,Aras,ES,42.5617,-2.356,49.98,93,0,2.3,clear sky
356,Clonmel,IE,52.355,-7.7039,58.41,97,100,6.44,overcast clouds
357,Charyshskoye,RU,51.3978,83.5598,27.18,96,100,1.97,overcast clouds
358,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,34,0,11.5,clear sky
359,Bandar-E Lengeh,IR,26.5579,54.8807,79.68,72,3,11.95,clear sky
360,Santiago Del Estero,AR,-27.7951,-64.2615,81.81,19,11,13.0,few clouds
361,Sayyan,YE,15.1718,44.3244,51.75,33,4,3.8,clear sky
362,Howard,US,39.2504,-76.933,61.25,84,0,1.01,clear sky
363,Carutapera,BR,-1.195,-46.02,78.49,83,7,5.68,clear sky
364,Nedjo,ET,9.5046,35.5019,57.58,87,96,0.2,overcast clouds
365,Svetlogorsk,BY,52.6333,29.7333,46.81,85,100,13.42,overcast clouds
366,Arkhangelsk,RU,64.5401,40.5433,23.11,93,40,2.24,scattered clouds
367,Kalabo,ZM,-14.97,22.6814,75.4,43,79,2.64,broken clouds
368,Jenison,US,42.9072,-85.792,50.47,94,100,1.01,overcast clouds
369,Chapais,CA,49.7834,-74.8492,33.58,81,18,5.14,few clouds
370,Rio Brilhante,BR,-21.8019,-54.5464,73.44,86,99,4.9,overcast clouds
371,Gulabpura,IN,25.9,74.6667,67.91,47,0,4.09,clear sky
372,Cayenne,GF,4.9333,-52.3333,82.09,84,20,3.0,few clouds
373,Richards Bay,ZA,-28.783,32.0377,65.95,81,100,4.97,overcast clouds
374,Hualmay,PE,-11.0964,-77.6139,64.11,83,17,8.57,few clouds
375,Manbij,SY,36.5281,37.9549,54.37,24,60,6.02,broken clouds
376,Bolkhov,RU,53.4433,36.0044,40.84,89,100,13.13,light rain
377,Uberlandia,BR,-18.9186,-48.2772,70.81,83,40,14.97,scattered clouds
378,Camana,PE,-16.6228,-72.7111,66.29,77,26,6.33,scattered clouds
379,Ventspils,LV,57.3894,21.5606,53.53,100,90,11.5,overcast clouds
380,Porto Torres,IT,40.835,8.3972,57.38,77,100,5.77,overcast clouds
381,Ambilobe,MG,-13.2,49.05,70.52,86,64,1.16,broken clouds
382,Kashan,IR,33.9831,51.4364,52.7,45,6,6.64,clear sky
383,Saint-Augustin,CA,51.226,-58.6502,37.71,79,6,2.64,clear sky
384,Verkhnetulomskiy,RU,68.6073,31.7962,8.73,90,10,2.59,clear sky
385,Kargasok,RU,59.0556,80.8572,22.91,96,70,6.91,broken clouds
386,Bonavista,CA,48.6499,-53.1147,40.12,65,100,14.67,overcast clouds
387,Gunjur,GM,13.2019,-16.7339,82.47,83,99,3.44,overcast clouds
388,Boksitogorsk,RU,59.474,33.8485,40.6,93,100,5.3,light rain
389,Tocopilla,CL,-22.092,-70.1979,64.98,65,4,1.3,clear sky
390,Shache,CN,38.4167,77.2406,48.11,36,100,3.15,overcast clouds
391,Magole,TZ,-6.3667,37.3667,70.63,88,61,1.5,broken clouds
392,Carballo,ES,43.213,-8.691,54.55,81,23,5.79,few clouds
393,Itacoatiara,BR,-3.1431,-58.4442,73.99,96,100,1.9,overcast clouds
394,Caravelas,BR,-17.7125,-39.2481,73.63,87,24,6.93,few clouds
395,Uruguaiana,BR,-29.7547,-57.0883,76.93,47,0,9.22,clear sky
396,Guayaramerin,BO,-10.8368,-65.3614,72.64,97,85,2.26,overcast clouds
397,Aljezur,PT,37.3191,-8.8033,59.58,76,0,3.62,clear sky
398,Xapuri,BR,-10.6517,-68.5044,75.9,82,51,3.2,broken clouds
399,Ayolas,PY,-27.4,-56.9,70.02,64,0,6.8,clear sky
400,Nacimiento,CL,-37.5,-72.6667,56.75,76,0,4.61,clear sky
401,Yambio,SS,4.5721,28.3955,68.23,89,24,2.06,few clouds
402,Koregaon,IN,18.65,74.0833,70.38,62,31,5.08,scattered clouds
403,Kindu,CD,-2.95,25.95,69.84,99,100,1.34,light rain
404,Chornobay,UA,49.6708,32.3239,41.32,89,100,7.61,overcast clouds
405,Morgantown,US,39.6295,-79.9559,53.47,94,90,0.0,overcast clouds
406,Kharovsk,RU,59.9642,40.1912,39.52,95,100,6.76,light rain
407,Sarvar,HU,47.2539,16.9352,33.66,90,26,6.93,scattered clouds
408,Kasimov,RU,54.9411,41.3953,40.3,85,100,10.45,overcast clouds
409,Masumbwe,TZ,-3.6333,32.1833,73.94,53,97,8.39,overcast clouds
410,Atocha,BO,-20.9333,-66.2333,43.32,62,5,9.48,clear sky
411,Zaysan,KZ,47.4667,84.8667,46.18,59,94,2.17,overcast clouds
412,Teguise,ES,29.0605,-13.564,64.62,73,0,10.36,clear sky
413,Haukipudas,FI,65.1765,25.3523,33.85,95,100,13.8,overcast clouds
414,Sakakah,SA,29.9697,40.2064,69.37,36,2,0.89,clear sky
415,General Pico,AR,-35.6566,-63.7568,75.88,19,65,10.54,broken clouds
416,Westport,US,41.1415,-73.3579,56.75,87,75,4.0,broken clouds
417,Pinyug,RU,60.251,47.7842,34.14,97,100,9.33,light rain
418,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,93,1,8.05,clear sky
419,Keta,GH,5.9179,0.9879,80.82,84,75,7.76,light rain
420,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,82,100,10.36,overcast clouds
421,Qesarya,IL,32.5189,34.9046,66.24,60,3,7.2,clear sky
422,Ashwaubenon,US,44.4822,-88.0701,50.14,78,90,4.0,overcast clouds
423,Parral,MX,26.9333,-105.6667,58.1,34,0,3.56,clear sky
424,Reitz,ZA,-27.8014,28.4273,53.87,92,100,6.51,overcast clouds
425,Berlevag,NO,70.8578,29.0864,30.45,66,36,15.7,scattered clouds
426,Baijiantan,CN,45.6333,85.1833,52.41,50,81,2.04,broken clouds
427,Murgab,TM,37.4966,61.9714,49.87,76,75,6.91,broken clouds
428,Hargeysa,SO,9.56,44.065,61.29,63,5,9.73,clear sky
429,Moyale,KE,3.5167,39.0584,65.37,86,6,3.36,light rain
430,Labytnangi,RU,66.6572,66.4183,16.14,95,100,9.28,light snow
431,Scarborough,GB,54.2797,-0.4044,59.07,82,100,7.0,overcast clouds
432,Surazh,RU,53.0175,32.3918,44.46,89,100,16.22,light rain
433,Puri,IN,19.8,85.85,77.52,82,100,15.5,overcast clouds
434,Tatarsk,RU,55.219,75.9828,30.61,58,100,11.5,overcast clouds
435,Vakhtan,RU,57.9659,46.6889,40.89,85,100,12.17,overcast clouds
436,Raudeberg,NO,61.9875,5.1352,53.2,91,100,5.01,overcast clouds
437,Cagliari,IT,39.245,9.0912,60.91,79,20,4.61,few clouds
438,Jalingo,NG,8.8833,11.3667,76.21,80,68,1.92,broken clouds
439,Kasempa,ZM,-13.4584,25.8338,68.49,67,98,8.66,overcast clouds
440,Aguada De Pasajeros,CU,22.385,-80.8508,77.14,85,52,4.14,broken clouds
441,Iacu,BR,-12.7672,-40.2117,73.35,78,9,5.39,clear sky
442,Kontagora,NG,10.3999,5.4695,75.96,72,86,2.21,light rain
443,Panguipulli,CL,-39.6333,-72.3333,49.71,95,6,0.81,clear sky
444,Nea Kallikratia,GR,40.3167,23.0667,53.87,62,0,2.68,clear sky
445,Strezhevoy,RU,60.7333,77.5889,13.98,95,99,6.38,overcast clouds
446,Balkhash,KZ,46.844,74.9804,36.21,87,20,13.42,few clouds
447,Zelenoborskiy,RU,66.845,32.3622,20.71,85,40,3.74,scattered clouds
448,Eydhafushi,MV,5.1033,73.0708,80.73,76,97,7.92,overcast clouds
449,Velizh,RU,55.6056,31.1967,49.53,94,100,12.15,light rain
450,Konskie,PL,51.1917,20.4061,47.98,86,83,5.08,broken clouds
451,Little Current,CA,45.9793,-81.9248,51.85,74,6,10.49,clear sky
452,Tingo Maria,PE,-9.2895,-76.0088,68.52,98,25,2.1,scattered clouds
453,Barsovo,RU,61.1667,73.1667,21.33,88,100,12.19,overcast clouds
454,Pangody,RU,65.85,74.4859,10.44,93,100,8.7,overcast clouds
455,Devli,IN,25.75,75.3833,69.33,51,0,0.98,clear sky
456,Mehamn,NO,71.0357,27.8492,29.28,74,17,16.17,few clouds
457,Raypur,IN,22.4108,88.5094,80.56,84,100,6.71,overcast clouds
458,Keti Bandar,PK,24.1447,67.4497,77.61,49,0,7.56,clear sky
459,Cwmbran,GB,51.6545,-3.0228,59.32,86,98,17.2,overcast clouds
460,Anaco,VE,9.4389,-64.4728,72.0,97,100,3.8,overcast clouds
461,Aksarka,RU,66.5606,67.7975,17.31,82,100,11.34,overcast clouds
462,Khanpur,PK,28.6453,70.6567,72.12,32,0,2.1,clear sky
463,Nova Ushytsya,UA,48.8372,27.2743,45.95,89,75,4.47,broken clouds
464,Sabzevar,IR,36.2126,57.6819,41.92,59,1,6.85,clear sky
465,Marsaxlokk,MT,35.8419,14.5431,68.07,94,20,25.32,moderate rain
466,Maragogi,BR,-9.0122,-35.2225,76.03,80,0,8.14,clear sky
467,Kokstad,ZA,-30.5472,29.4241,55.8,92,100,1.77,overcast clouds
468,Ostrovnoy,RU,68.0531,39.5131,30.56,61,100,12.73,overcast clouds
469,Urk,NL,52.6625,5.6014,52.97,85,58,16.28,broken clouds
470,Chokwe,MZ,-24.5333,32.9833,65.46,93,93,5.08,overcast clouds
471,Manono,CD,-7.3,27.4167,69.6,89,73,2.19,broken clouds
472,Mitu,CO,1.1983,-70.1733,71.51,99,100,0.96,overcast clouds
473,Limon,CR,10.0,-83.0333,80.29,78,100,1.72,overcast clouds
474,Walvis Bay,NA,-22.9575,14.5053,61.09,88,66,3.44,broken clouds
475,Portlethen,GB,57.0547,-2.1307,55.17,95,0,1.01,clear sky
476,Beneditinos,BR,-5.45,-42.3667,85.33,41,67,2.95,broken clouds
477,Karasjok,NO,69.4719,25.5112,24.91,94,100,5.84,overcast clouds
478,Natal,BR,-5.795,-35.2094,79.45,83,40,10.36,scattered clouds
479,Thunder Bay,CA,48.4001,-89.3168,49.28,82,90,17.27,overcast clouds
480,Chhuikhadan,IN,21.5333,80.9833,68.56,63,3,4.61,clear sky
481,Oktyabrskoye,RU,43.0645,44.7417,23.14,100,0,6.71,clear sky
482,Nokaneng,BW,-19.6667,22.2667,68.74,77,98,10.13,overcast clouds
483,Sinnamary,GF,5.3833,-52.95,77.81,88,14,7.38,few clouds
484,Najran,SA,17.4924,44.1277,61.45,29,1,0.67,clear sky
485,Oranjemund,NA,-28.55,16.4333,63.25,77,100,5.66,overcast clouds
486,Charlestown,AU,-32.95,151.6667,93.22,47,60,5.01,broken clouds
487,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.77,99,100,2.55,light rain
488,Ullapool,GB,57.8987,-5.1604,51.35,88,100,5.84,overcast clouds
489,Balsas,BR,-7.5325,-46.0356,81.93,42,31,3.13,scattered clouds
490,Dagana,MR,16.5165,-15.5068,85.68,35,64,15.93,broken clouds
491,Kismayo,SO,-0.3582,42.5454,78.13,79,9,12.24,clear sky
492,Roald,NO,62.5833,6.1333,54.34,87,40,10.36,scattered clouds
493,Changji,CN,44.0167,87.3167,45.39,49,0,4.47,clear sky
494,Pulawy,PL,51.4166,21.9694,49.95,90,88,1.01,overcast clouds
495,Belyy Yar,RU,53.6039,91.3903,19.29,79,0,0.0,clear sky
496,Hof,DE,50.3167,11.9167,43.5,91,12,1.99,few clouds
497,Marsa Matruh,EG,31.3525,27.2453,70.0,94,5,5.75,clear sky
498,La Sarre,CA,48.8002,-79.1996,39.24,77,83,5.57,broken clouds
499,Mezhdurechensk,RU,53.6942,88.0603,29.55,81,100,1.59,overcast clouds
500,Omboue,GA,-1.5746,9.2618,74.03,94,100,4.5,overcast clouds
501,Puerto Carreno,CO,6.189,-67.4859,74.34,95,92,1.74,overcast clouds
502,Contamana,PE,-7.3333,-75.0167,75.69,70,66,1.86,broken clouds
503,Thinadhoo,MV,0.5333,72.9333,82.45,74,50,12.71,scattered clouds
504,Ibadan,NG,7.3878,3.8964,71.94,99,54,2.84,broken clouds
505,Gwadar,PK,25.1216,62.3254,77.23,57,0,1.52,clear sky
506,Armizonskoye,RU,55.9461,67.6736,30.69,75,100,14.03,overcast clouds
507,Yugorsk,RU,61.3133,63.3319,29.53,97,100,7.29,light snow
508,Akkermanovka,RU,51.2467,58.2391,28.18,61,24,15.52,few clouds
509,Chistogorskiy,RU,53.9835,87.3843,28.76,62,98,2.57,overcast clouds
510,Monte Patria,CL,-30.6919,-70.9467,69.67,52,7,1.14,clear sky
511,Gazanjyk,TM,39.2446,55.5154,42.33,78,5,8.46,clear sky
512,Beberibe,BR,-4.1797,-38.1306,80.64,79,57,14.0,broken clouds
513,Plymouth,US,41.8334,-70.8328,51.03,93,90,23.02,mist
514,Beloha,MG,-25.1667,45.05,64.94,69,86,14.54,overcast clouds
515,Floriano,BR,-6.7669,-43.0225,85.91,34,93,4.59,overcast clouds
516,Santarem,BR,-2.4431,-54.7083,73.53,100,0,2.3,clear sky
517,Loralai,PK,30.3705,68.598,51.98,20,0,3.4,clear sky
518,Beyneu,KZ,45.3167,55.2,34.27,54,0,2.46,clear sky
519,Mangrol,IN,21.1167,70.1167,77.43,56,1,10.22,clear sky
520,Mogadishu,SO,2.0371,45.3438,79.02,83,13,11.95,few clouds
521,Hemnesberget,NO,66.2333,13.6333,49.66,95,100,3.47,overcast clouds
522,Menongue,AO,-14.6585,17.691,63.66,79,99,3.33,overcast clouds
523,Nampula,MZ,-15.1165,39.2666,71.55,78,75,14.97,broken clouds
524,Buarcos,PT,40.166,-8.8768,53.78,65,1,3.71,clear sky
525,Kingisepp,RU,59.3733,28.6134,46.17,91,100,12.59,overcast clouds
526,Travnik,BA,44.2267,17.6706,31.71,91,5,0.72,clear sky
527,Olhao,PT,37.0286,-7.8411,62.49,72,0,9.22,clear sky
528,Plettenberg Bay,ZA,-34.0527,23.3716,66.49,87,100,5.37,overcast clouds
529,Nara,JP,34.6851,135.8049,70.5,36,0,11.41,clear sky
530,Trollhattan,SE,58.2333,12.4167,55.17,94,90,11.5,drizzle
531,Bangassou,CF,4.7413,22.8184,68.38,98,100,0.94,overcast clouds
532,Candido De Abreu,BR,-24.5669,-51.3333,66.34,95,100,3.65,overcast clouds
533,Dubasari,MD,47.2631,29.1608,46.29,87,31,3.58,scattered clouds
534,Torata,PE,-17.0769,-70.8433,56.77,55,0,1.95,clear sky
535,Narok,KE,-1.0783,35.8601,56.48,96,49,5.97,scattered clouds
536,Goderich,CA,43.7501,-81.7165,49.91,93,3,4.61,clear sky
537,Nsanje,MW,-16.92,35.262,69.78,88,51,3.49,broken clouds
538,Gambela,ET,8.25,34.5833,71.24,84,87,2.98,overcast clouds
539,Pinos Puente,ES,37.2511,-3.7497,60.57,82,0,1.01,clear sky
540,Baringo,KE,0.4667,35.9667,71.65,58,87,5.66,overcast clouds
541,Gat,IL,31.61,34.7642,68.4,47,7,1.36,clear sky
542,San Ramon,US,37.7799,-121.978,68.92,79,0,1.01,clear sky
543,Jutai,BR,-5.1833,-68.9,73.11,91,100,2.42,light rain
544,Tucuma,BR,-0.1833,-50.05,79.41,77,28,8.81,scattered clouds
545,Amarkantak,IN,22.6667,81.75,60.6,62,0,4.34,clear sky
546,Diamantino,BR,-14.4086,-56.4461,73.74,91,77,3.47,broken clouds
547,Adre,TD,13.4667,22.2,73.45,20,52,10.87,broken clouds
548,Mazara Del Vallo,IT,37.6641,12.588,64.35,99,100,2.46,overcast clouds
549,Lazurne,UA,46.084,32.5295,47.95,78,0,3.69,clear sky
550,Puerto Suarez,BO,-18.95,-57.8,77.52,74,96,4.25,overcast clouds
551,Hirapur,IN,21.5333,79.7667,66.2,71,0,5.46,clear sky
552,Pimentel,PE,-6.8367,-79.9342,63.25,87,84,13.02,broken clouds
553,Joao Pinheiro,BR,-17.7425,-46.1725,75.88,56,100,11.23,overcast clouds
554,Bistret,RO,43.9,23.5,35.62,80,3,1.61,clear sky
555,Kariba,ZW,-16.5167,28.8,74.17,56,95,6.29,overcast clouds
556,Gravdal,NO,68.1214,13.5031,39.88,96,100,18.45,moderate rain
557,Hauterive,FR,46.0901,3.4459,43.56,82,0,4.76,clear sky
558,Codrington,AU,-38.2667,141.9667,58.44,83,100,14.07,overcast clouds
559,Chateaudun,FR,48.0833,1.3333,46.54,82,4,6.87,clear sky
560,Daska,PK,32.3243,74.3497,60.78,54,0,1.66,clear sky
561,Lamballe,FR,48.4676,-2.5144,55.08,93,68,11.81,broken clouds
562,Yarada,IN,17.65,83.2667,82.72,65,40,2.3,haze
563,Baracoa,CU,20.3467,-74.4958,77.31,87,16,3.74,few clouds
564,Pombal,BR,-6.7703,-37.8017,83.08,45,0,12.3,clear sky
565,Rivadavia,AR,-33.1905,-68.4608,79.27,23,54,8.1,broken clouds
566,Lekoni,GA,-1.5843,14.2591,69.21,93,100,3.18,light rain
567,Kayseri,TR,38.737,35.4968,44.62,53,75,0.0,broken clouds
568,Rumphi,MW,-11.0186,33.8575,66.45,76,7,4.47,clear sky
569,Sidi Ali,DZ,36.0998,0.4206,59.88,78,100,3.62,overcast clouds
570,Marsh Harbour,BS,26.5412,-77.0636,78.55,58,69,9.24,broken clouds
571,Mango,US,27.9797,-82.3065,77.02,89,1,0.0,clear sky
572,Edgewater,US,28.9889,-80.9023,71.98,63,64,2.24,broken clouds
573,Dalvik,IS,65.9702,-18.5286,33.73,99,100,6.87,overcast clouds
574,Beni Suef,EG,29.0731,31.0979,74.1,34,64,2.21,broken clouds
575,Aksu,CN,41.1231,80.2644,48.36,41,97,2.51,overcast clouds
576,Goure,NE,13.9835,10.2704,82.02,14,0,6.85,clear sky
577,Sainte-Marie,RE,-20.8968,55.5496,71.73,76,90,5.75,overcast clouds
578,Kangaatsiaq,GL,68.3065,-53.4641,21.87,80,100,7.76,overcast clouds
579,The Valley,AI,18.217,-63.0578,82.26,64,0,5.21,clear sky
580,Havelock,US,34.8791,-76.9013,61.93,91,1,0.0,clear sky
581,Mirandopolis,BR,-21.1336,-51.1017,71.69,91,100,9.89,overcast clouds
582,Bereznik,RU,62.8551,42.7072,27.64,87,100,9.46,overcast clouds
583,Kamenka,RU,51.3223,42.7678,37.17,60,93,7.96,overcast clouds
584,Bartica,GY,6.4,-58.6167,77.32,99,70,1.7,broken clouds
585,Itarema,BR,-2.9248,-39.9167,79.81,81,62,15.14,broken clouds
586,Arvika,SE,59.6553,12.5852,54.21,93,100,11.59,overcast clouds
587,Turayf,SA,31.6725,38.6637,57.45,47,0,11.5,clear sky
588,Karasburg,NA,-28.0167,18.75,68.38,49,75,6.64,broken clouds
589,Guasdualito,VE,7.2424,-70.7324,72.48,98,100,1.25,moderate rain
590,Trairi,BR,-3.2778,-39.2689,79.84,79,35,12.24,scattered clouds
591,Litomerice,CZ,50.5335,14.1318,50.74,99,14,2.42,few clouds
592,Saint-Joseph,RE,-21.3667,55.6167,70.16,75,9,2.37,clear sky
593,Dakar,SN,14.6937,-17.4441,81.48,79,84,13.4,broken clouds
594,Marck,FR,50.949,1.9433,55.94,80,49,14.45,scattered clouds
595,Sorland,NO,67.667,12.6934,49.23,88,100,29.66,overcast clouds
596,Nouadhibou,MR,20.931,-17.0347,67.98,77,16,18.41,few clouds
597,Saint-Louis,SN,16.3333,-15.0,86.09,30,92,16.35,overcast clouds
598,Zabid,YE,14.1951,43.3152,81.61,51,2,3.27,clear sky
599,Buraydah,SA,26.326,43.975,72.05,18,100,11.92,overcast clouds
600,Stege,DK,54.987,12.2846,56.05,86,100,17.92,overcast clouds
601,Kidal,ML,18.4411,1.4078,82.49,17,71,9.8,broken clouds
602,Damaturu,NG,11.747,11.9608,79.66,16,88,5.53,overcast clouds
603,Pinsk,BY,52.1229,26.0951,45.48,86,91,10.51,overcast clouds
604,Kuzino,RU,57.0224,59.4412,31.89,80,100,13.71,overcast clouds
605,Nortelandia,BR,-14.4547,-56.8028,74.07,87,41,1.32,scattered clouds
606,Owando,CG,-0.4819,15.8999,68.14,98,99,2.73,overcast clouds
607,Mount Pleasant,US,32.7941,-79.8626,55.54,93,1,0.0,clear sky
608,Sept-Iles,CA,50.2001,-66.3821,28.83,100,1,2.3,clear sky
609,Kostino,RU,58.9097,53.2691,33.67,97,100,8.86,light rain
610,Rotherham,GB,53.4301,-1.3568,59.79,82,100,18.16,overcast clouds
611,Waddan,LY,29.1614,16.139,67.41,52,68,2.13,broken clouds
612,Uvira,CD,-3.4067,29.1458,73.31,81,71,4.72,light rain
613,Potosi,BO,-19.5836,-65.7531,44.04,59,48,5.95,scattered clouds
614,Orocue,CO,4.7912,-71.3354,74.16,94,99,3.85,overcast clouds
615,Laishevo,RU,55.4046,49.5504,41.22,97,100,16.58,light rain
616,Kasongo,CD,-4.45,26.6667,65.79,97,39,0.87,scattered clouds
617,Imbituba,BR,-28.24,-48.6703,71.49,96,98,6.55,overcast clouds
618,Baherden,TM,38.4362,57.4316,44.44,75,46,3.04,scattered clouds
619,Gbarnga,LR,6.9956,-9.4722,70.52,100,89,2.01,overcast clouds
620,Gunzburg,DE,48.45,10.2667,45.59,94,40,1.74,scattered clouds
621,Villaviciosa,ES,43.4813,-5.4357,56.82,90,4,4.07,clear sky
622,West Bay,KY,19.3667,-81.4167,84.27,74,20,1.99,few clouds
623,Quatre Cocos,MU,-20.2078,57.7625,70.09,68,0,7.87,clear sky
624,Tarko-Sale,RU,64.9225,77.785,3.83,97,52,7.27,broken clouds
625,Kattivakkam,IN,13.2167,80.3167,80.69,77,100,14.25,overcast clouds
626,Petrila,RO,45.45,23.4167,25.66,69,24,3.18,few clouds
627,Necochea,AR,-38.5473,-58.7368,65.03,74,0,10.74,clear sky
628,Torit,SS,4.4133,32.5678,72.12,68,37,2.64,scattered clouds
629,Pinega,RU,64.7001,43.3936,22.87,88,99,10.18,overcast clouds
630,Gijon,ES,43.5357,-5.6615,56.66,90,5,3.87,clear sky
631,Puerto Quijarro,BO,-17.7833,-57.7667,79.63,61,100,1.72,overcast clouds
632,Cheremshan,RU,54.6667,51.5,33.21,94,100,15.17,snow
633,Umm Lajj,SA,25.0213,37.2685,78.12,58,0,3.31,clear sky
634,Terenos,BR,-20.4422,-54.8603,82.11,65,75,8.05,broken clouds
635,Santa Luzia,BR,-19.7697,-43.8514,76.1,62,0,14.97,clear sky
636,Nefteyugansk,RU,61.0998,72.6035,21.45,94,100,15.43,light snow
637,Bengkulu,ID,-3.8004,102.2655,79.79,74,100,2.17,overcast clouds
638,Gidole,ET,5.65,37.3667,55.38,84,57,2.3,light rain
639,Northampton,US,40.8754,-75.2499,56.34,81,85,3.78,overcast clouds
640,Kirn,DE,49.7833,7.45,48.99,88,15,1.68,few clouds
641,Marrakesh,MA,31.6315,-8.0083,62.67,77,40,4.61,scattered clouds
642,Tyumentsevo,RU,53.3224,81.498,27.14,56,80,5.82,broken clouds
643,Zyrardow,PL,52.0488,20.446,53.4,94,88,8.1,overcast clouds
644,Vallenar,CL,-28.5708,-70.7581,67.39,46,10,2.01,clear sky
645,Grindu,RO,44.7667,26.9167,37.72,56,8,4.0,clear sky
646,Olafsvik,IS,64.8945,-23.7142,39.97,91,100,28.59,overcast clouds
647,Rudnya,RU,54.947,31.0934,49.05,92,100,16.96,light rain
648,Sawakin,SD,19.1059,37.3321,82.87,80,7,5.32,clear sky
649,Bereda,ES,43.2686,-7.5406,51.01,100,1,2.55,clear sky
650,Tabou,CI,4.423,-7.3528,76.95,89,64,3.98,broken clouds
651,Aranos,NA,-24.1333,19.1167,63.77,69,82,13.4,broken clouds
652,Ilheus,BR,-14.7889,-39.0494,75.02,94,75,9.22,broken clouds
653,Ribeira Brava,PT,32.65,-17.0667,68.72,68,15,2.93,few clouds
654,Maniitsoq,GL,65.4167,-52.9,31.1,50,99,5.68,overcast clouds
655,Wekiva Springs,US,28.6986,-81.4256,71.8,82,1,0.0,clear sky
656,Rathdrum,US,47.8137,-116.892,51.22,69,20,9.22,few clouds
657,Turukhansk,RU,65.8167,87.9833,-0.29,98,91,6.53,overcast clouds
658,Chirongui,YT,-12.9319,45.1483,75.13,73,6,1.43,clear sky
659,Jumla,NP,29.2747,82.1838,49.28,43,0,2.19,clear sky
660,Baindur,IN,13.8667,74.6333,76.17,68,61,6.67,broken clouds
661,Isiro,CD,2.7739,27.616,64.47,98,95,2.08,overcast clouds
662,Itaobim,BR,-16.5667,-41.8333,70.27,84,15,4.72,few clouds
663,Chimbote,PE,-9.0853,-78.5783,62.91,85,60,5.12,broken clouds
664,Dembi Dolo,ET,8.5333,34.8,57.51,85,84,3.89,broken clouds
665,Estelle,US,29.8458,-90.1067,75.0,85,100,5.01,overcast clouds
666,Surt,LY,31.2089,16.5887,71.31,75,0,13.38,clear sky
667,Moron,AR,-34.6534,-58.6198,80.01,51,0,6.31,clear sky
668,Oytal,KZ,42.9057,73.2697,49.46,57,100,0.69,overcast clouds
669,Andenes,NO,69.3143,16.1194,37.38,70,90,25.32,light rain
670,Sapele,NG,5.8941,5.6767,75.06,95,74,2.1,broken clouds
671,Iskateley,RU,67.6803,53.1512,19.65,86,100,9.69,overcast clouds
672,Voskresenskoye,RU,56.8381,45.4317,42.12,82,96,11.14,overcast clouds
673,Antofagasta,CL,-23.65,-70.4,60.08,71,39,4.32,scattered clouds
674,Shush,IR,32.1942,48.2436,70.18,21,0,3.38,clear sky
675,Nioro,GM,13.35,-15.75,78.17,82,89,5.68,overcast clouds
676,Oranjestad,AW,12.524,-70.027,82.35,83,40,17.27,scattered clouds
677,Manacapuru,BR,-3.2997,-60.6206,73.98,87,100,1.1,heavy intensity rain
678,Bolshevik,BY,54.0065,27.5692,51.42,86,100,16.58,overcast clouds
679,Curaca,BR,-8.9903,-39.9094,80.4,49,26,20.65,scattered clouds
680,Madimba,TZ,-10.4,40.3333,73.17,92,24,5.95,few clouds
681,Novoagansk,RU,61.9449,76.6625,14.41,95,99,6.64,overcast clouds
682,Rosaryville,US,38.7568,-76.8097,62.42,87,1,5.75,clear sky
683,Harper,LR,4.375,-7.7169,76.96,88,94,4.76,overcast clouds
684,Corinto,GR,37.9407,22.9573,59.9,75,28,5.64,scattered clouds
685,Shieli,KZ,44.1667,66.75,41.29,61,85,7.63,overcast clouds
686,Inndyr,NO,67.0338,14.0276,36.77,85,100,14.23,overcast clouds
687,Stornoway,GB,58.2093,-6.3865,53.92,87,40,14.97,light rain
688,Rabo De Peixe,PT,37.8,-25.5833,67.51,77,20,13.8,few clouds
689,Weligama,LK,5.9667,80.4167,78.48,85,77,6.93,broken clouds
690,Gamba,GA,-2.65,10.0,74.21,92,100,4.09,overcast clouds
691,Hit,IQ,33.6416,42.8251,66.58,40,9,0.2,clear sky
692,Kijini,TZ,-5.85,39.3167,74.93,81,86,4.12,overcast clouds
693,Ouallam,NE,14.3188,2.0866,86.27,25,42,7.36,scattered clouds
694,Sycamore,US,41.9889,-88.6868,49.82,82,1,3.0,clear sky
695,Yei,SS,4.095,30.6779,67.78,87,52,1.7,broken clouds
696,Manicore,BR,-5.8092,-61.3003,74.44,93,97,0.58,overcast clouds
697,Sillanwali,PK,31.8261,72.5398,67.35,37,0,3.33,clear sky
698,Jhelum,PK,32.9331,73.7264,63.79,54,0,2.68,clear sky
