City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Nueva Loja,EC,2021-10-23 01:00:45,0.0847,-76.8828,296.5,93,100,0.36
296,Pontes E Lacerda,BR,2021-10-23 00:59:28,-15.2261,-59.3353,299.65,74,73,1.84
297,Emerald,AU,2021-10-23 01:00:46,-23.5333,148.1667,308.89,26,2,8.25
298,Lata,PT,2021-10-23 01:00:46,40.1629,-8.3327,288.05,69,0,1.71
299,Eyl,SO,2021-10-23 01:00:47,7.9803,49.8164,297.97,80,9,1.56
300,Kutum,SD,2021-10-23 01:00:47,14.2,24.6667,296.63,29,14,4.82
301,Diu,IN,2021-10-23 01:00:47,20.7141,70.9822,296.27,77,12,3.16
302,Waipawa,NZ,2021-10-23 01:00:48,-41.4122,175.5153,289.78,54,100,5.07
303,Naron,ES,2021-10-23 01:00:49,43.5167,-8.1528,284.28,89,3,2.25
304,Sinnamary,GF,2021-10-23 01:00:49,5.3833,-52.95,298.6,89,82,4.97
305,Chimoio,MZ,2021-10-23 01:00:49,-19.1164,33.4833,291.87,67,100,1.42
306,Neiafu,TO,2021-10-23 01:00:50,-18.65,-173.9833,297.2,65,70,8.01
307,Seabra,BR,2021-10-23 01:00:50,-12.4186,-41.7703,293.51,91,48,1.15
308,Baruun-Urt,MN,2021-10-23 01:00:50,46.6806,113.2792,274.77,46,28,4.52
309,Mauriti,BR,2021-10-23 01:00:51,-7.3892,-38.7744,300.2,58,68,1.44
310,Anaconda,US,2021-10-23 01:00:51,46.1285,-112.9423,285.41,43,100,3.01
311,Mogadishu,SO,2021-10-23 01:00:10,2.0371,45.3438,299.32,82,29,5.11
312,Myaundzha,RU,2021-10-23 01:00:52,63.0494,147.1858,257.85,93,90,0.96
313,Roma,US,2021-10-23 01:00:52,43.2128,-75.4557,278.62,89,1,0.0
314,Torbay,CA,2021-10-23 01:00:13,47.6666,-52.7314,284.58,86,100,0.89
315,Kavaratti,IN,2021-10-23 01:00:52,10.5669,72.642,300.83,76,40,1.69
316,Puqi,CN,2021-10-23 01:00:53,29.7167,113.8833,288.04,61,0,3.31
317,Fortuna,US,2021-10-23 00:59:57,40.5982,-124.1573,287.79,73,40,0.45
318,Marathon,US,2021-10-23 01:00:54,44.9,-89.7668,278.9,81,100,2.52
319,Vilyuysk,RU,2021-10-23 01:00:54,63.7553,121.6247,273.24,90,88,4.47
320,Camacha,PT,2021-10-23 01:00:54,33.0833,-16.3333,291.57,72,40,5.14
321,Marzuq,YE,2021-10-23 01:00:55,14.4,46.4667,294.49,63,7,1.14
322,Araceli,PH,2021-10-23 01:00:55,10.5529,119.9913,301.13,79,33,5.92
323,Jalu,LY,2021-10-23 01:00:55,29.0331,21.5482,293.58,42,12,4.87
324,Jackson,US,2021-10-23 01:00:56,42.4165,-122.8345,286.57,79,98,0.84
325,Portel,BR,2021-10-23 01:00:56,-1.9356,-50.8211,298.08,83,100,0.93
326,Saint-Ambroise,CA,2021-10-23 01:00:57,48.5501,-71.3324,278.47,83,99,3.32
327,Seoul,KR,2021-10-23 00:56:50,37.5683,126.9778,283.91,73,0,0.51
328,Werda,BW,2021-10-23 01:00:57,-25.2667,23.2833,290.78,19,0,1.5
329,Cabo San Lucas,MX,2021-10-23 00:56:38,22.8909,-109.9124,301.77,70,0,3.13
330,Mehamn,NO,2021-10-23 01:00:58,71.0357,27.8492,273.51,66,100,6.86
331,Lakes Entrance,AU,2021-10-23 01:00:58,-37.8811,147.981,291.25,92,97,2.06
332,Mehran,IR,2021-10-23 01:00:58,33.1222,46.1646,294.64,23,0,3.53
333,Coroico,BO,2021-10-23 01:00:59,-16.1889,-67.7271,292.46,79,75,1.37
334,Susanville,US,2021-10-23 01:00:59,40.4163,-120.653,281.94,73,100,3.58
335,San Pedro,PH,2021-10-23 01:01:00,14.35,121.0167,303.76,66,100,4.46
336,Megion,RU,2021-10-23 01:01:00,61.0296,76.1136,274.16,97,100,6.93
337,Nainpur,IN,2021-10-23 01:01:00,22.4333,80.1167,289.97,72,2,0.92
338,Sao Jose Da Coroa Grande,BR,2021-10-23 01:01:01,-8.8978,-35.1478,298.62,84,11,3.49
339,Mwinilunga,ZM,2021-10-23 01:01:01,-11.7358,24.4293,290.17,94,7,1.66
340,Port Augusta,AU,2021-10-23 01:01:02,-32.5,137.7667,292.99,53,54,7.7
341,Otradnoye,RU,2021-10-23 01:01:02,59.7775,30.8181,280.39,73,100,5.84
342,Luanda,AO,2021-10-23 00:57:38,-8.8368,13.2343,297.17,85,95,3.53
343,Dzilam Gonzalez,MX,2021-10-23 01:01:03,21.2833,-88.9333,299.01,84,100,3.5
344,Sabang,ID,2021-10-23 01:01:04,5.8933,95.3214,300.78,72,98,1.28
345,Kaitangata,NZ,2021-10-23 01:01:04,-46.2817,169.8464,288.9,62,100,2.78
346,Flic En Flac,MU,2021-10-23 01:01:04,-20.2742,57.3631,295.66,83,93,5.52
347,Muktsar,IN,2021-10-23 01:01:05,30.4833,74.5167,294.9,47,0,4.44
348,Kruisfontein,ZA,2021-10-23 01:01:05,-34.0033,24.7314,288.19,68,99,3.37
349,Vanimo,PG,2021-10-23 01:01:06,-2.6741,141.3028,302.55,63,100,1.82
350,Yar-Sale,RU,2021-10-23 01:01:06,66.8333,70.8333,270.7,93,94,3.81
351,San Cristobal,VE,2021-10-23 01:01:06,7.7669,-72.225,292.45,94,27,0.87
352,Agadez,NE,2021-10-23 01:01:07,19.75,10.25,299.61,17,0,3.27
353,Yellowknife,CA,2021-10-23 01:01:07,62.456,-114.3525,279.49,70,90,8.49
354,Dana Point,US,2021-10-23 00:59:45,33.467,-117.6981,294.78,82,32,0.89
355,Yulara,AU,2021-10-23 01:01:08,-25.2406,130.9889,298.06,27,0,9.26
356,Novokizhinginsk,RU,2021-10-23 01:01:08,51.6115,109.5917,275.5,52,0,1.29
357,Ambilobe,MG,2021-10-23 01:01:09,-13.2,49.05,295.4,92,10,1.1
358,Fort Nelson,CA,2021-10-23 01:00:13,58.8053,-122.7002,279.34,76,100,1.97
359,Margate,GB,2021-10-23 01:01:09,51.3813,1.3862,283.88,82,11,0.45
360,Clarence Town,AU,2021-10-23 01:01:09,-32.5833,151.7833,305.01,38,0,1.55
361,Lethem,GY,2021-10-23 01:01:10,3.3803,-59.7968,298.94,77,98,2.69
362,Prata,BR,2021-10-23 01:01:10,-19.3072,-48.9242,295.3,46,0,1.99
363,Puerto Escondido,MX,2021-10-23 01:01:11,15.85,-97.0667,297.87,89,100,1.99
364,Sitka,US,2021-10-23 01:01:11,57.0531,-135.33,281.15,77,100,4.55
365,Henties Bay,NA,2021-10-23 01:01:11,-22.116,14.2845,286.55,87,0,1.59
366,Faya,SA,2021-10-23 01:01:12,18.3851,42.4509,287.26,35,98,2.71
367,Yarim,YE,2021-10-23 01:01:12,14.298,44.3779,283.93,41,18,5.18
368,Broken Hill,AU,2021-10-23 01:01:13,-31.95,141.4333,292.56,44,100,8.29
369,Khandagayty,RU,2021-10-23 01:01:13,50.7333,92.05,274.85,55,100,2.63
370,Punta Alta,AR,2021-10-23 01:00:15,-38.8759,-62.0736,285.19,81,100,4.01
371,Bafq,IR,2021-10-23 01:01:14,31.6128,55.4107,285.26,33,0,1.41
372,Harrisburg,US,2021-10-23 00:57:53,40.2737,-76.8844,287.95,85,100,0.89
373,Dingle,PH,2021-10-23 01:01:14,10.9995,122.6711,301.1,80,52,5.16
374,Qaqortoq,GL,2021-10-23 00:58:50,60.7167,-46.0333,276.15,98,100,0.93
375,Labe,GN,2021-10-23 01:01:15,11.3182,-12.2833,292.53,94,100,0.59
376,Manta,EC,2021-10-23 01:01:15,-0.95,-80.7333,295.97,84,48,5.18
377,San Lawrenz,MT,2021-10-23 01:01:15,36.0553,14.204,295.29,89,6,0.45
378,Najran,SA,2021-10-23 01:01:16,17.4924,44.1277,290.39,36,93,0.66
379,Riyadh,SA,2021-10-23 00:59:41,24.6877,46.7219,296.23,33,2,1.91
380,Dunedin,NZ,2021-10-23 01:00:46,-45.8742,170.5036,286.93,67,81,7.6
381,Chapais,CA,2021-10-23 01:01:16,49.7834,-74.8492,272.03,80,100,1.51
382,Alugan,PH,2021-10-23 01:01:17,12.2188,125.4808,299.24,82,100,3.34
383,Miguel Hidalgo,MX,2021-10-23 01:01:17,19.4225,-99.2028,291.81,66,100,3.58
384,Morehead,US,2021-10-23 01:01:17,37.2711,-87.1764,286.56,84,1,0.0
385,Shingu,JP,2021-10-23 01:01:18,33.7333,135.9833,290.46,43,0,1.85
386,Nemuro,JP,2021-10-23 01:01:18,43.3236,145.575,282.03,76,97,2.78
387,Eidsvag,NO,2021-10-23 01:01:19,62.7767,8.0668,279.51,94,100,2.83
388,Ankang,CN,2021-10-23 00:56:30,32.68,109.0172,286.35,69,100,1.49
389,Corinto,GR,2021-10-23 01:01:19,37.9407,22.9573,292.29,78,8,2.27
390,Axim,GH,2021-10-23 01:01:20,4.8699,-2.2405,298.26,87,100,2.94
391,San Andres,CO,2021-10-23 01:01:20,12.5847,-81.7006,301.91,75,32,5.64
392,Tuatapere,NZ,2021-10-23 01:01:20,-46.1333,167.6833,291.81,53,95,1.9
393,Carnarvon,AU,2021-10-23 01:01:21,-24.8667,113.6333,297.66,40,0,7.97
394,Camara De Lobos,PT,2021-10-23 01:01:21,32.6333,-16.9667,293.55,83,40,2.24
395,Batagay,RU,2021-10-23 01:01:21,67.6333,134.6333,261.08,92,93,0.21
396,Esso,RU,2021-10-23 01:01:22,55.9333,158.7,270.6,87,55,1.22
397,Havoysund,NO,2021-10-23 01:01:22,70.9963,24.6622,272.64,62,100,5.54
398,Comodoro Rivadavia,AR,2021-10-23 01:01:22,-45.8667,-67.5,286.69,37,100,13.77
399,Rimbey,CA,2021-10-23 01:01:23,52.6334,-114.2353,284.05,43,100,7.34
400,Vapi,IN,2021-10-23 01:01:23,20.3718,72.9049,295.71,76,33,0.82
401,Pecos,US,2021-10-23 01:00:12,31.4229,-103.4932,300.85,27,1,3.09
402,Diglur,IN,2021-10-23 01:01:24,18.55,77.6,292.86,73,7,0.71
403,Enshi,CN,2021-10-23 01:01:24,30.3,109.4833,286.58,81,71,0.18
404,Deputatskiy,RU,2021-10-23 01:01:24,69.3,139.9,253.99,97,94,0.14
405,Baijiantan,CN,2021-10-23 01:01:25,45.6333,85.1833,280.2,32,100,10.75
406,Port-Gentil,GA,2021-10-23 01:01:25,-0.7193,8.7815,298.87,84,100,5.5
407,Kondinskoye,RU,2021-10-23 01:01:26,59.6481,67.41,279.18,96,100,6.33
408,Norrtalje,SE,2021-10-23 01:01:26,59.758,18.705,276.64,89,100,4.97
409,Mineiros,BR,2021-10-23 01:01:26,-17.5694,-52.5511,296.34,52,3,1.74
410,Petropavlovsk-Kamchatskiy,RU,2021-10-23 01:01:27,53.0452,158.6483,275.48,70,75,1.0
411,Salalah,OM,2021-10-23 00:56:40,17.0151,54.0924,296.74,75,56,1.34
412,Payakumbuh,ID,2021-10-23 01:01:27,-0.2202,100.6308,297.24,88,96,0.2
413,Grenada,ES,2021-10-23 00:59:24,37.1882,-3.6067,288.35,72,75,0.45
414,Lakselv,NO,2021-10-23 01:01:28,70.0513,24.9718,272.05,69,90,6.17
415,Zhangjiakou,CN,2021-10-23 01:01:28,40.81,114.8794,279.55,36,0,0.65
416,Nishihara,JP,2021-10-23 01:01:28,26.1842,127.7558,296.75,57,75,5.66
417,Bilma,NE,2021-10-23 01:01:29,18.6853,12.9164,299.83,18,0,3.48
418,Aklavik,CA,2021-10-23 01:01:29,68.2191,-135.0107,270.44,93,100,6.68
419,Pangnirtung,CA,2021-10-23 01:01:29,66.1451,-65.7125,270.15,74,75,2.57
420,Necochea,AR,2021-10-23 01:00:06,-38.5473,-58.7368,284.84,91,100,2.91
421,Juneau,US,2021-10-23 01:00:20,58.3019,-134.4197,282.16,96,100,3.13
422,Stromness,GB,2021-10-23 01:01:30,58.965,-3.296,279.75,83,100,5.36
423,San Quintin,MX,2021-10-23 01:01:31,30.4833,-115.95,291.28,81,5,8.49
424,Olivehurst,US,2021-10-23 01:01:31,39.0955,-121.5522,292.39,67,100,2.94
425,Kissidougou,GN,2021-10-23 01:01:32,9.1848,-10.0999,294.27,98,89,1.59
426,Rioja,AR,2021-10-23 01:01:32,-29.4111,-66.8507,296.97,34,0,5.84
427,Bolu,TR,2021-10-23 01:01:32,40.6667,31.5833,282.61,51,0,1.51
428,Kenai,US,2021-10-23 01:01:33,60.5544,-151.2583,278.76,80,99,5.38
429,Lesnoy,RU,2021-10-23 01:01:33,57.6198,63.0784,281.87,84,100,6.16
430,Praxedis Guerrero,MX,2021-10-23 01:01:33,31.3667,-106.0167,301.24,27,91,2.71
431,Mana,GF,2021-10-23 01:01:34,5.6592,-53.7767,298.61,89,93,4.83
432,Praia,CV,2021-10-23 00:57:13,14.9215,-23.5087,299.45,65,20,5.66
433,Shimoda,JP,2021-10-23 01:01:35,34.6667,138.95,290.43,71,89,2.56
434,Chumphon,TH,2021-10-23 01:01:35,10.3333,98.8333,296.58,88,97,0.54
435,Shizuishan,CN,2021-10-23 01:01:35,39.2333,106.7694,280.84,58,75,2.82
436,Ligatne,LV,2021-10-23 01:01:36,57.2343,25.0406,276.07,94,58,2.24
437,Ormara,PK,2021-10-23 01:01:36,25.2088,64.6357,298.59,26,0,5.87
438,Bagan,RU,2021-10-23 01:01:36,54.1001,77.6646,276.59,91,100,9.05
439,Kidal,ML,2021-10-23 01:01:37,18.4411,1.4078,302.76,23,22,3.35
440,Sola,VU,2021-10-23 01:01:37,-13.8833,167.55,300.51,76,82,5.15
441,Grindavik,IS,2021-10-23 01:01:37,63.8424,-22.4338,281.98,100,90,6.69
442,Sao Joao Da Barra,BR,2021-10-23 01:01:38,-21.6403,-41.0511,294.01,79,35,3.11
443,Hailar,CN,2021-10-23 01:01:38,49.2,119.7,276.45,52,0,4.28
444,Meulaboh,ID,2021-10-23 01:01:38,4.1363,96.1285,298.33,86,97,0.95
445,Danshui,CN,2021-10-23 01:01:39,22.7984,114.4672,293.67,69,88,3.71
446,Tubuala,PA,2021-10-23 01:01:39,9.5167,-79.0333,299.21,85,24,2.32
447,Mitsamiouli,KM,2021-10-23 01:01:39,-11.3847,43.2844,297.86,77,85,3.6
448,Racine,US,2021-10-23 01:01:40,42.7495,-88.0751,282.36,72,89,1.54
449,Walvis Bay,NA,2021-10-23 01:01:40,-22.9575,14.5053,286.68,86,0,2.34
450,Ugoofaaru,MV,2021-10-23 01:01:41,5.6667,73.0,300.53,77,100,5.12
451,Sarangani,PH,2021-10-23 01:01:41,5.4033,125.4636,300.55,79,100,5.61
452,Port Lincoln,AU,2021-10-23 01:01:41,-34.7333,135.8667,288.55,53,6,7.34
453,Biak,ID,2021-10-23 01:01:42,-0.9131,122.8766,301.58,65,98,1.91
454,Champerico,GT,2021-10-23 01:01:42,14.3,-91.9167,301.68,80,44,2.84
455,Cayenne,GF,2021-10-23 01:01:42,4.9333,-52.3333,298.76,88,75,1.03
456,La Ronge,CA,2021-10-23 01:01:43,55.1001,-105.2842,275.48,78,7,6.04
457,Morros,BR,2021-10-23 01:01:43,-9.4467,-46.3003,295.71,92,100,1.32
458,Bastia,FR,2021-10-23 01:01:43,42.6667,9.3333,290.54,87,90,2.06
459,Bela,IN,2021-10-23 01:01:44,25.9333,81.9833,293.99,62,0,0.53
460,Ciudad Bolivar,VE,2021-10-23 01:01:44,8.1222,-63.5497,297.44,91,100,5.14
461,Beringovskiy,RU,2021-10-23 01:01:44,63.05,179.3167,265.16,80,100,6.38
462,Gerash,IR,2021-10-23 01:01:45,27.6652,54.1371,293.25,53,0,0.78
463,Port Blair,IN,2021-10-23 01:00:23,11.6667,92.75,299.17,89,75,1.03
464,Saravan,AM,2021-10-23 01:01:45,39.7196,45.6483,269.51,32,0,2.13
465,Coos Bay,US,2021-10-23 01:01:46,43.3665,-124.2179,287.6,100,100,5.66
466,Ahipara,NZ,2021-10-23 01:01:46,-35.1667,173.1667,288.94,94,100,9.06
467,Aneho,TG,2021-10-23 01:01:46,6.2333,1.6,299.05,85,99,4.29
468,Hami,CN,2021-10-23 01:01:47,42.8,93.45,284.06,28,6,4.94
469,Pilot Butte,CA,2021-10-23 01:01:47,50.4668,-104.4178,277.94,51,4,5.52
470,Bauchi,NG,2021-10-23 01:01:48,10.5,10.0,295.7,78,79,1.1
471,Vallenar,CL,2021-10-23 01:01:48,-28.5708,-70.7581,288.57,57,4,1.79
472,Coihaique,CL,2021-10-23 01:01:48,-45.5752,-72.0662,277.18,94,96,5.44
473,Altay,CN,2021-10-23 01:01:49,47.8667,88.1167,274.96,82,100,0.82
474,Conway,US,2021-10-23 00:58:25,35.0887,-92.4421,291.92,75,0,0.0
475,Kangaatsiaq,GL,2021-10-23 01:01:49,68.3065,-53.4641,269.87,86,98,5.26
476,Matara,LK,2021-10-23 01:01:49,5.9485,80.5353,298.58,81,100,2.41
477,Torma,EE,2021-10-23 01:01:50,58.8128,26.7383,277.01,83,100,5.2
478,Sal Rei,CV,2021-10-23 01:01:50,16.1833,-22.9167,298.46,78,0,5.64
479,Svetlogorsk,BY,2021-10-23 01:01:50,52.6333,29.7333,279.31,61,10,6.76
480,Misratah,LY,2021-10-23 01:01:51,32.3754,15.0925,297.08,59,20,6.56
481,Buluang,PH,2021-10-23 01:01:51,13.3068,123.3425,299.6,84,100,2.21
482,Iquique,CL,2021-10-23 00:59:15,-20.2208,-70.1431,289.17,75,53,1.06
483,Paray-Le-Monial,FR,2021-10-23 01:01:52,46.4546,4.1158,277.86,96,90,0.0
484,Vaasa,FI,2021-10-23 01:01:52,63.096,21.6158,275.34,93,75,5.14
485,Waitati,NZ,2021-10-23 01:01:52,-45.75,170.5667,286.93,67,56,4.21
486,Pedernales,DO,2021-10-23 01:01:53,18.0384,-71.744,300.32,73,98,3.21
487,Bilibino,RU,2021-10-23 01:01:53,68.0546,166.4372,254.87,97,98,0.93
488,Bolivar,US,2021-10-23 00:58:56,37.6145,-93.4105,290.43,74,0,2.17
489,Yerofey Pavlovich,RU,2021-10-23 01:01:54,53.9667,121.9667,276.44,63,8,0.99
490,Merauke,ID,2021-10-23 01:01:54,-8.4667,140.3333,303.59,58,73,3.23
491,Likhoslavl,RU,2021-10-23 01:01:54,57.1275,35.464,277.37,76,48,6.24
492,Alofi,NU,2021-10-23 01:01:55,-19.0595,-169.9187,296.48,64,100,7.59
493,Lexington,US,2021-10-23 00:57:54,37.9887,-84.4777,285.44,80,90,3.09
494,Kurilsk,RU,2021-10-23 01:01:55,45.2333,147.8833,280.69,63,97,2.04
495,Shenjiamen,CN,2021-10-23 01:01:56,29.9576,122.298,292.03,57,100,6.02
496,La Brea,HN,2021-10-23 01:01:56,15.8,-85.9667,298.35,94,100,1.27
497,Banyo,CM,2021-10-23 01:01:57,6.75,11.8167,291.25,94,100,0.61
498,Druzhba,UA,2021-10-23 01:01:57,52.0428,33.9453,278.75,62,1,4.69
499,Denizli,TR,2021-10-23 01:01:57,37.8402,29.0698,286.7,59,2,0.38
500,Inirida,CO,2021-10-23 01:01:58,3.8653,-67.9239,296.94,95,23,1.32
501,Vestmannaeyjar,IS,2021-10-23 01:01:58,63.4427,-20.2734,282.5,97,100,4.63
502,Marsh Harbour,BS,2021-10-23 01:01:58,26.5412,-77.0636,300.11,69,100,6.2
503,Wajir,KE,2021-10-23 01:01:59,1.7471,40.0573,298.15,61,75,5.99
504,Piotrkow Trybunalski,PL,2021-10-23 00:59:16,51.4055,19.7032,279.32,79,61,8.01
505,La Gomera,GT,2021-10-23 01:01:59,14.0833,-91.05,297.86,90,41,2.5
506,Amahai,ID,2021-10-23 01:01:59,-3.3333,128.9167,301.92,70,64,0.78
507,Bluffton,US,2021-10-23 01:01:02,32.2371,-80.8604,298.12,87,1,3.09
508,Ouesso,CG,2021-10-23 01:02:00,1.6136,16.0517,294.02,99,78,0.21
509,Dayong,CN,2021-10-23 01:02:00,25.0209,118.2898,290.34,81,100,1.76
510,Beinamar,TD,2021-10-23 01:02:01,8.6698,15.3813,295.17,91,25,0.74
511,Bandarbeyla,SO,2021-10-23 01:02:01,9.4942,50.8122,297.76,82,21,1.54
512,Ust-Maya,RU,2021-10-23 01:02:02,60.4167,134.5333,271.51,81,100,2.46
513,Choya,RU,2021-10-23 01:02:02,52.0108,86.5467,272.52,91,13,1.61
514,La Paz,BO,2021-10-23 01:02:03,-16.5,-68.15,283.29,69,15,3.37
515,Miles City,US,2021-10-23 01:02:03,46.4083,-105.8406,286.77,43,14,4.74
516,Torit,SS,2021-10-23 01:02:03,4.4133,32.5678,294.19,89,51,1.41
517,Draguignan,FR,2021-10-23 01:02:04,43.5333,6.4667,288.04,75,0,1.65
518,Tres Picos,MX,2021-10-23 01:02:04,15.8667,-93.5333,298.89,87,68,0.62
519,Tarko-Sale,RU,2021-10-23 01:02:04,64.9225,77.785,270.01,93,96,5.68
520,Tarancon,ES,2021-10-23 01:02:05,40.0085,-3.0073,282.87,69,0,2.24
521,Kommunar,RU,2021-10-23 01:02:05,59.6206,30.39,280.1,76,100,6.45
522,Abha,SA,2021-10-23 01:00:25,18.2164,42.5053,287.53,34,100,3.47
523,Mutare,ZW,2021-10-23 01:01:37,-18.9707,32.6709,291.32,64,96,1.03
524,Palekh,RU,2021-10-23 01:02:06,56.8028,41.8572,278.12,75,85,5.2
525,Mandan,US,2021-10-23 01:00:27,46.8267,-100.8896,279.71,70,75,4.63
526,Mildura,AU,2021-10-23 01:02:06,-34.2,142.15,292.63,47,4,7.9
527,Rio Grande,BR,2021-10-23 01:02:07,-32.035,-52.0986,289.23,83,7,3.92
528,Mao,ES,2021-10-23 01:02:07,39.8885,4.2658,291.46,63,75,9.26
529,Goderich,CA,2021-10-23 01:02:07,43.7501,-81.7165,279.21,65,100,2.19
530,Diffa,NE,2021-10-23 01:02:08,13.3154,12.6113,301.98,47,84,0.57
531,Menongue,AO,2021-10-23 01:02:08,-14.6585,17.691,291.91,73,12,2.03
532,Sechura,PE,2021-10-23 01:02:08,-5.5569,-80.8222,292.83,79,100,6.91
533,Hermiston,US,2021-10-23 01:00:56,45.8404,-119.2895,288.68,78,100,5.94
534,Palmer,US,2021-10-23 01:02:02,42.1584,-72.3287,288.46,68,99,2.64
535,Valle De Allende,MX,2021-10-23 01:02:09,26.9333,-105.4,295.5,42,88,3.97
536,Paita,PE,2021-10-23 01:02:09,-5.0892,-81.1144,292.33,85,100,6.07
537,Kourou,GF,2021-10-23 01:00:04,5.1552,-52.6478,298.77,92,86,3.44
538,Aripuana,BR,2021-10-23 01:00:28,-9.1667,-60.6333,298.6,76,8,0.81
539,Ulladulla,AU,2021-10-23 01:02:10,-35.35,150.4667,301.35,46,56,3.3
540,Buchanan,LR,2021-10-23 01:02:10,5.8808,-10.0467,298.04,89,100,0.52
541,Pervomayskiy,RU,2021-10-23 01:02:11,53.2485,40.2871,276.55,74,6,5.03
542,Heihe,CN,2021-10-23 01:02:11,50.2441,127.4902,280.47,56,16,3.2
543,Irbeyskoye,RU,2021-10-23 01:02:11,55.6428,95.4522,276.58,83,100,4.5
544,Ternate,ID,2021-10-23 00:57:44,0.8,127.4,301.97,69,91,0.66
545,Teguldet,RU,2021-10-23 01:02:12,57.3064,88.1667,275.28,65,97,5.97
546,Dumalaguing,PH,2021-10-23 01:02:12,8.3469,125.055,295.97,77,100,1.48
547,Bandundu,CD,2021-10-23 01:02:13,-3.3167,17.3667,295.62,95,95,1.0
548,Maceio,BR,2021-10-23 01:02:13,-9.6658,-35.7353,299.84,89,20,2.57
549,Lasa,IT,2021-10-23 01:02:13,46.6166,10.7002,278.91,83,18,1.82
550,Romny,UA,2021-10-23 01:02:14,50.751,33.4747,280.58,69,5,3.53
551,Santarem,BR,2021-10-23 01:02:14,-2.4431,-54.7083,298.22,94,75,2.06
552,Qiryat Shemona,IL,2021-10-23 01:02:14,33.2073,35.5721,294.6,81,0,2.4
553,Oussouye,SN,2021-10-23 01:02:15,12.485,-16.5469,300.11,82,11,2.57
554,Buraydah,SA,2021-10-23 01:01:09,26.326,43.975,293.66,37,0,2.87
555,Yalutorovsk,RU,2021-10-23 01:02:15,56.6536,66.3006,280.44,88,100,7.96
556,Shiraz,IR,2021-10-23 00:58:36,29.6036,52.5388,283.84,43,0,0.0
557,Mitrofanovka,RU,2021-10-23 01:02:16,49.9708,39.6939,283.38,72,98,2.67
558,Bacolod,PH,2021-10-23 01:02:16,10.6667,122.95,302.08,72,64,4.3
559,Cap Malheureux,MU,2021-10-23 01:01:22,-19.9842,57.6142,295.63,85,87,1.34
560,Beidao,CN,2021-10-23 01:02:17,34.5686,105.8933,283.7,81,100,2.0
561,Panzhihua,CN,2021-10-23 01:02:17,26.5851,101.7128,287.81,82,98,0.2
562,Dioknisi,GE,2021-10-23 01:02:17,41.6293,42.3917,277.98,60,0,0.78
563,Olafsvik,IS,2021-10-23 01:02:18,64.8945,-23.7142,280.28,95,100,3.87
564,Kibakwe,TZ,2021-10-23 01:02:18,-6.7167,36.3667,290.34,83,98,1.57
565,Dolores,AR,2021-10-23 01:02:19,-36.3132,-57.6792,286.43,98,100,2.37
566,Hanmer Springs,NZ,2021-10-23 01:02:19,-42.5167,172.8167,292.52,38,97,2.1
567,Nuuk,GL,2021-10-23 01:00:33,64.1835,-51.7216,271.49,54,0,14.92
568,Tommot,RU,2021-10-23 01:02:19,58.9564,126.2925,276.42,81,100,4.57
569,Balkanabat,TM,2021-10-23 01:02:20,39.5108,54.3671,286.08,30,0,2.42
570,Vasiliki,GR,2021-10-23 01:02:20,39.6389,21.7047,287.95,78,13,1.68
571,Nara,JP,2021-10-23 01:02:21,34.6851,135.8049,290.65,39,9,6.37
572,Dunmore Town,BS,2021-10-23 01:02:21,25.5,-76.65,300.48,78,100,9.17
573,Quelimane,MZ,2021-10-23 01:02:21,-17.8786,36.8883,293.46,81,7,2.15
574,Baoqing,CN,2021-10-23 01:02:22,46.3317,132.2111,283.21,40,3,5.06
575,Brodokalmak,RU,2021-10-23 01:02:22,55.5748,62.082,283.65,82,100,6.84
